49.26,0.1714352,21.85
49.26,0.2057223,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142943,21.85
49.26,0.2142942,21.85
49.26,0.2142942,21.85
49.26,0.2142942,21.85
49.26,0.2142942,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.26,0.2142941,21.85
49.10832,0.2142941,21.85469
49.05306,0.2142941,21.8564
48.94345,0.216239,21.85984
48.88501,0.2146831,21.86164
48.83124,0.2143719,21.86331
48.77628,0.2143097,21.86501
48.72107,0.2142972,21.86672
48.66582,0.2142947,21.86843
48.61055,0.2142941,21.87013
48.55529,0.2142941,21.87173
48.50002,0.2142941,21.87322
48.39417,0.2142941,21.87588
48.33889,0.2142941,21.87704
48.28361,0.2142941,21.87809
48.22833,0.2142941,21.87914
48.17305,0.2142941,21.88009
48.11776,0.2142941,21.88093
48.06247,0.2142941,21.88177
48.00719,0.2142941,21.88251
47.9519,0.2142941,21.88324
47.89661,0.2142941,21.88398
47.79075,0.2142941,21.88538
47.73473,0.2137454,21.88613
47.68062,0.2141845,21.88674
47.62544,0.2142722,21.88713
47.57017,0.2142897,21.88741
47.51488,0.2142934,21.8875
47.45959,0.2142942,21.88733
47.35372,0.2142942,21.88682
47.29843,0.2142938,21.88645
47.24314,0.2142941,21.88578
47.13728,0.2142941,21.88406
47.082,0.2142943,21.88304
47.02672,0.2142943,21.88178
46.97145,0.2142943,21.88041
46.91617,0.2142943,21.87905
46.8609,0.2142943,21.87768
46.80563,0.2142943,21.87619
46.75035,0.2142943,21.8747
46.64374,0.2144512,21.87183
46.58769,0.2162808,21.87043
46.52831,0.2146915,21.86917
46.47456,0.2143736,21.86815
46.41957,0.2143102,21.86735
46.36435,0.2142974,21.86664
46.25851,0.2142941,21.86549
46.20322,0.2142941,21.865
46.14793,0.2142941,21.86472
46.09264,0.2142941,21.86468
46.03735,0.214294,21.8651
45.98208,0.2142941,21.86656
45.92687,0.2142941,21.86963
45.8213,0.2142938,21.87764
45.76624,0.2142941,21.88265
45.71124,0.214294,21.8883
45.65633,0.214294,21.8948
45.6015,0.214294,21.90189
45.54674,0.214294,21.90953
45.49204,0.2142937,21.91763
45.43736,0.2142941,21.92582
45.33273,0.214294,21.94197
45.2781,0.214294,21.9505
45.22348,0.214294,21.95913
45.16887,0.2142941,21.96777
45.11424,0.2142941,21.97629
45.05958,0.2142941,21.98462
45.00488,0.2142941,21.99264
44.95014,0.214294,22.00045
44.89535,0.2142939,22.00787
44.79035,0.2142941,22.02144
44.73547,0.2142939,22.02821
44.68057,0.2142941,22.03475
44.62566,0.2142942,22.04119
44.57073,0.214294,22.04752
44.51579,0.214294,22.05374
44.46085,0.214294,22.05995
44.35471,0.2154444,22.07201
44.29752,0.2163324,22.0785
44.23957,0.2147017,22.08506
44.18619,0.2143756,22.0911
44.13156,0.2143103,22.09728
44.02649,0.2142946,22.10917
43.97155,0.2142941,22.11539
43.91661,0.214294,22.1216
43.86168,0.214294,22.12782
43.80674,0.214294,22.13404
43.7518,0.214294,22.14025
43.69686,0.214294,22.14647
43.64192,0.214294,22.15268
43.58698,0.214294,22.1589
43.48178,0.214294,22.1708
43.42684,0.214294,22.17702
43.3216,0.2142942,22.1886
43.21629,0.2142942,22.19946
43.16104,0.2142942,22.20174
43.10576,0.2142942,22.20077
43.05062,0.2142941,22.1967
42.99388,0.212854,22.1897
42.94227,0.2140061,22.18199
42.88786,0.2142365,22.17385
42.78322,0.2142918,22.15822
42.72854,0.2142937,22.15005
42.67385,0.214294,22.14187
42.61917,0.214294,22.1337
42.56449,0.214294,22.12553
42.5098,0.214294,22.11736
42.45512,0.214294,22.10919
42.35041,0.214294,22.09354
42.29573,0.214294,22.08537
42.2406,0.214092,22.07707
42.1856,0.2160265,22.06878
42.12698,0.2146406,22.06002
42.07361,0.2143634,22.05205
42.01919,0.2143079,22.04391
41.96456,0.2142968,22.03575
41.85987,0.2142943,22.0201
41.80519,0.2142941,22.01193
41.7505,0.2142941,22.00376
41.69582,0.2142941,21.99559
41.59111,0.2142941,21.97994
41.53643,0.2142941,21.97177
41.48174,0.2142941,21.9636
41.42706,0.2142941,21.95543
41.37238,0.2142941,21.94726
41.31769,0.2142941,21.93909
41.26301,0.2142941,21.93092
41.20832,0.2142941,21.92274
41.15364,0.2142941,21.91457
41.09896,0.2142941,21.9064
40.99425,0.2142941,21.89075
40.93956,0.2142941,21.88258
40.88488,0.2142941,21.87441
40.8302,0.2142941,21.86624
40.77551,0.2142941,21.85807
40.71781,0.2118695,21.84945
40.66846,0.2138093,21.8411
40.61478,0.2141973,21.82995
40.5612,0.2142749,21.81666
40.45924,0.2142937,21.78824
40.40615,0.2142941,21.77277
40.35319,0.2142942,21.75689
40.30042,0.2142943,21.74041
40.24817,0.2142942,21.72231
40.19657,0.2142942,21.70245
40.14571,0.2142941,21.68077
40.04938,0.214294,21.63682
39.99966,0.2142942,21.61263
39.95064,0.2142942,21.58706
39.90211,0.2142942,21.56057
39.85305,0.2151282,21.53246
39.80385,0.2159607,21.50304
39.75564,0.2146274,21.47098
39.67282,0.2143072,21.40965
39.62957,0.2142966,21.37529
39.58766,0.2142946,21.33924
39.54684,0.214294,21.30194
39.50705,0.214294,21.26356
39.43246,0.214294,21.18842
39.39372,0.214294,21.14897
39.3554,0.214294,21.10911
39.31633,0.2130286,21.06768
39.28075,0.214041,21.02899
39.21011,0.2142839,20.95053
39.17395,0.2142921,20.90871
39.13883,0.2142937,20.86601
39.10476,0.214294,20.82246
39.07148,0.214294,20.77831
39.00947,0.2142942,20.6925
38.97744,0.2142943,20.64743
38.94579,0.2142941,20.60209
38.91425,0.2142941,20.55669
38.88278,0.2142941,20.51122
38.85131,0.2142941,20.46576
38.81918,0.2134787,20.41944
38.76072,0.2142616,20.33466
38.72954,0.2142876,20.28904
38.69863,0.2142929,20.2432
38.66789,0.2142938,20.19724
38.63741,0.2142937,20.15111
38.60723,0.214294,20.10478
38.5503,0.2142943,20.01552
38.52102,0.2142943,19.96862
38.49404,0.2142943,19.92035
38.44593,0.2142943,19.82605
38.42173,0.2142941,19.77633
38.39898,0.2150992,19.72465
38.37757,0.2161523,19.67161
38.35726,0.2146659,19.61692
38.33925,0.2143682,19.56615
38.30521,0.2142971,19.46656
38.28792,0.2142946,19.41406
38.27125,0.2142943,19.36134
38.25501,0.2142937,19.30849
38.22409,0.2142936,19.20723
38.20795,0.2142938,19.15435
38.19196,0.2142938,19.10142
38.17607,0.2142938,19.04846
38.16028,0.2142938,18.99548
38.14449,0.2142939,18.94249
38.12869,0.2142939,18.88951
38.1129,0.2142939,18.83652
38.09711,0.2142937,18.78353
38.08141,0.214294,18.73052
38.06581,0.214294,18.67747
38.03563,0.2134205,18.57477
38.02057,0.2141194,18.52353
38.00503,0.2142592,18.47065
37.98944,0.214287,18.41763
37.97385,0.2142926,18.36459
37.95826,0.2142938,18.31155
37.94267,0.214294,18.2585
37.92707,0.2142941,18.20545
37.91148,0.2142941,18.1524
37.89588,0.2142941,18.09936
37.88029,0.2142941,18.04631
37.86469,0.2142941,17.99326
37.8491,0.2142941,17.94022
37.81924,0.2142941,17.83864
37.80364,0.2142941,17.78559
37.78805,0.2142941,17.73255
37.77245,0.2142941,17.6795
37.75686,0.2142941,17.62645
37.74126,0.2142941,17.5734
37.72567,0.2142937,17.52036
37.71017,0.2142937,17.46728
37.69487,0.214294,17.41415
37.66551,0.2149959,17.31115
37.65001,0.2162651,17.25634
37.63409,0.2146882,17.19983
37.61951,0.2143728,17.14807
37.6048,0.2143096,17.09509
37.59033,0.2142971,17.04179
37.57603,0.2142947,16.98839
37.56195,0.2142941,16.93492
37.54837,0.214294,16.88132
37.5233,0.2142941,16.77846
37.51114,0.2142939,16.72452
37.49998,0.2142941,16.67037
37.48933,0.214294,16.61611
37.47899,0.214294,16.5618
37.46874,0.214294,16.50747
37.4585,0.214294,16.45313
37.44825,0.214294,16.3988
37.438,0.2142939,16.34447
37.42807,0.2142939,16.29008
37.41855,0.2142939,16.23561
37.40059,0.2128917,16.1294
37.39219,0.2140136,16.07782
37.38429,0.2142379,16.02337
37.37696,0.2142829,15.96862
37.37045,0.2142918,15.91372
37.36454,0.2142937,15.85875
37.35383,0.2142941,15.75342
37.34865,0.2142942,15.69837
37.34407,0.2142942,15.64327
37.33997,0.2142942,15.58813
37.33655,0.2142942,15.53295
37.33355,0.2142942,15.47774
37.32841,0.2142942,15.37199
37.32624,0.2142941,15.31674
37.32542,0.2142941,15.26146
37.32551,0.2142943,15.20617
37.32653,0.2142943,15.15088
37.32872,0.2142943,15.09564
37.33158,0.2142943,15.04042
37.33526,0.2142941,14.98525
37.34008,0.2142943,14.93017
37.34583,0.2140594,14.87474
37.3525,0.2160056,14.81958
37.3677,0.2143625,14.70809
37.37582,0.2143078,14.65367
37.38483,0.2142968,14.59917
37.39452,0.2142948,14.54474
37.40488,0.2142943,14.49043
37.41579,0.2142942,14.43623
37.43708,0.2142943,14.33252
37.44843,0.2142943,14.2784
37.4599,0.2142943,14.22431
37.47138,0.2142943,14.17023
37.48286,0.2142943,14.11614
37.50484,0.2142943,14.01257
37.51632,0.2142943,13.95849
37.52779,0.2142943,13.9044
37.53927,0.2142943,13.85031
37.55075,0.2142943,13.79623
37.56223,0.2142943,13.74214
37.5743,0.2119902,13.6852
37.58474,0.2138336,13.63598
37.60661,0.2142759,13.53293
37.61809,0.2142907,13.47886
37.62956,0.2142937,13.42478
37.64134,0.2153459,13.36982
37.65328,0.216415,13.31377
37.66545,0.2147185,13.25643
37.67659,0.2143791,13.20394
37.688,0.2143114,13.15017
37.69946,0.2142978,13.09615
37.71093,0.214295,13.04207
